timestamp,symbol,price
2026-01-16T13:30:24.693746,AAPL,151.78
2026-01-16T13:30:24.704393,AAPL,153.64
2026-01-16T13:30:24.714566,AAPL,157.74
2026-01-16T13:30:24.724903,AAPL,156.96
2026-01-16T13:30:24.735367,AAPL,156.57
2026-01-16T13:30:24.745840,AAPL,159.99
2026-01-16T13:30:24.756354,AAPL,162.88
2026-01-16T13:30:24.766519,AAPL,161.92
2026-01-16T13:30:24.776968,AAPL,163.84
2026-01-16T13:30:24.787140,AAPL,169.61
2026-01-16T13:30:24.797442,AAPL,167.85
2026-01-16T13:30:24.807963,AAPL,167.06
2026-01-16T13:30:24.818542,AAPL,165.58
2026-01-16T13:30:24.828918,AAPL,162.08
2026-01-16T13:30:24.839585,AAPL,163.33
2026-01-16T13:30:24.849813,AAPL,163.64
2026-01-16T13:30:24.860017,AAPL,161.93
2026-01-16T13:30:24.870246,AAPL,163.1
2026-01-16T13:30:24.880449,AAPL,158.28
2026-01-16T13:30:24.890782,AAPL,159.46
2026-01-16T13:30:24.901047,AAPL,159.7
2026-01-16T13:30:24.911559,AAPL,158.47
2026-01-16T13:30:24.921829,AAPL,159.36
2026-01-16T13:30:24.931947,AAPL,160.46
2026-01-16T13:30:24.942205,AAPL,163.79
2026-01-16T13:30:24.952427,AAPL,162.4
2026-01-16T13:30:24.962947,AAPL,164.49
2026-01-16T13:30:24.973493,AAPL,168.67
2026-01-16T13:30:24.983867,AAPL,165.94
2026-01-16T13:30:24.994091,AAPL,161.9
2026-01-16T13:30:25.004279,AAPL,159.1
2026-01-16T13:30:25.014933,AAPL,162.62
2026-01-16T13:30:25.025493,AAPL,158.2
2026-01-16T13:30:25.035753,AAPL,158.05
2026-01-16T13:30:25.046061,AAPL,157.26
2026-01-16T13:30:25.056575,AAPL,157.09
2026-01-16T13:30:25.067034,AAPL,159.76
2026-01-16T13:30:25.077605,AAPL,165.67
2026-01-16T13:30:25.088138,AAPL,166.08
2026-01-16T13:30:25.098508,AAPL,163.66
2026-01-16T13:30:25.109020,AAPL,165.06
2026-01-16T13:30:25.119411,AAPL,165.89
2026-01-16T13:30:25.129585,AAPL,163.03
2026-01-16T13:30:25.139870,AAPL,165.87
2026-01-16T13:30:25.150318,AAPL,174.11
2026-01-16T13:30:25.160842,AAPL,169.55
2026-01-16T13:30:25.171229,AAPL,169.22
2026-01-16T13:30:25.181391,AAPL,172.74
2026-01-16T13:30:25.191748,AAPL,170.73
2026-01-16T13:30:25.201959,AAPL,166.56
2026-01-16T13:30:25.212474,AAPL,167.71
2026-01-16T13:30:25.222757,AAPL,166.68
2026-01-16T13:30:25.233616,AAPL,174.93
2026-01-16T13:30:25.243959,AAPL,178.97
2026-01-16T13:30:25.254188,AAPL,181.1
2026-01-16T13:30:25.264871,AAPL,177.07
2026-01-16T13:30:25.274998,AAPL,176.77
2026-01-16T13:30:25.285499,AAPL,178.61
2026-01-16T13:30:25.295811,AAPL,181.74
2026-01-16T13:30:25.306330,AAPL,182.23
2026-01-16T13:30:25.316487,AAPL,185.28
2026-01-16T13:30:25.326669,AAPL,190.16
2026-01-16T13:30:25.336921,AAPL,191.66
2026-01-16T13:30:25.347182,AAPL,191.75
2026-01-16T13:30:25.357703,AAPL,193.2
2026-01-16T13:30:25.367932,AAPL,195.61
2026-01-16T13:30:25.378278,AAPL,194.58
2026-01-16T13:30:25.388668,AAPL,194.27
2026-01-16T13:30:25.398988,AAPL,197.89
2026-01-16T13:30:25.409513,AAPL,193.93
2026-01-16T13:30:25.419811,AAPL,190.2
2026-01-16T13:30:25.429959,AAPL,188.53
2026-01-16T13:30:25.440150,AAPL,184.24
2026-01-16T13:30:25.450338,AAPL,183.04
2026-01-16T13:30:25.460858,AAPL,180.47
2026-01-16T13:30:25.471275,AAPL,180.52
2026-01-16T13:30:25.481871,AAPL,187.77
2026-01-16T13:30:25.492067,AAPL,188.09
2026-01-16T13:30:25.502299,AAPL,187.71
2026-01-16T13:30:25.512818,AAPL,190.98
2026-01-16T13:30:25.523202,AAPL,190.48
2026-01-16T13:30:25.533721,AAPL,195.11
2026-01-16T13:30:25.543890,AAPL,195.51
2026-01-16T13:30:25.554211,AAPL,192.39
2026-01-16T13:30:25.564715,AAPL,195.26
2026-01-16T13:30:25.575195,AAPL,197.54
2026-01-16T13:30:25.585636,AAPL,194.14
2026-01-16T13:30:25.595989,AAPL,192.75
2026-01-16T13:30:25.606185,AAPL,193.3
2026-01-16T13:30:25.616369,AAPL,198.94
2026-01-16T13:30:25.626586,AAPL,197.59
2026-01-16T13:30:25.637126,AAPL,190.32
2026-01-16T13:30:25.647468,AAPL,190.49
2026-01-16T13:30:25.657867,AAPL,188.59
2026-01-16T13:30:25.668079,AAPL,190.14
2026-01-16T13:30:25.678467,AAPL,190.11
2026-01-16T13:30:25.688687,AAPL,192.72
2026-01-16T13:30:25.699181,AAPL,195.56
2026-01-16T13:30:25.709734,AAPL,195.4
2026-01-16T13:30:25.720136,AAPL,192.12
2026-01-16T13:30:25.730652,AAPL,192.92
2026-01-16T13:30:25.741290,AAPL,190.66
2026-01-16T13:30:25.751420,AAPL,186.8
2026-01-16T13:30:25.761866,AAPL,184.46
2026-01-16T13:30:25.772238,AAPL,185.47
2026-01-16T13:30:25.782374,AAPL,186.8
2026-01-16T13:30:25.792737,AAPL,188.24
2026-01-16T13:30:25.803378,AAPL,189.56
2026-01-16T13:30:25.814002,AAPL,186.03
2026-01-16T13:30:25.824214,AAPL,188.52
2026-01-16T13:30:25.834727,AAPL,183.27
2026-01-16T13:30:25.845093,AAPL,182.04
2026-01-16T13:30:25.855670,AAPL,187.84
2026-01-16T13:30:25.866241,AAPL,188.9
2026-01-16T13:30:25.876741,AAPL,190.96
2026-01-16T13:30:25.886986,AAPL,197.65
2026-01-16T13:30:25.897128,AAPL,193.58
2026-01-16T13:30:25.907642,AAPL,194.02
2026-01-16T13:30:25.918359,AAPL,198.1
2026-01-16T13:30:25.928494,AAPL,199.03
2026-01-16T13:30:25.938873,AAPL,198.82
2026-01-16T13:30:25.949347,AAPL,198.93
2026-01-16T13:30:25.959472,AAPL,199.37
2026-01-16T13:30:25.969969,AAPL,199.44
2026-01-16T13:30:25.980545,AAPL,197.61
2026-01-16T13:30:25.990831,AAPL,192.88
2026-01-16T13:30:26.001345,AAPL,184.46
2026-01-16T13:30:26.011874,AAPL,179.74
2026-01-16T13:30:26.022314,AAPL,171.36
2026-01-16T13:30:26.032849,AAPL,174.17
2026-01-16T13:30:26.043001,AAPL,172.73
2026-01-16T13:30:26.053154,AAPL,173.15
2026-01-16T13:30:26.063669,AAPL,171.23
2026-01-16T13:30:26.074131,AAPL,168.49
2026-01-16T13:30:26.084332,AAPL,166.58
2026-01-16T13:30:26.094680,AAPL,165.35
2026-01-16T13:30:26.105239,AAPL,162.68
2026-01-16T13:30:26.115461,AAPL,161.43
2026-01-16T13:30:26.125781,AAPL,162.26
2026-01-16T13:30:26.136330,AAPL,160.29
2026-01-16T13:30:26.146521,AAPL,161.23
2026-01-16T13:30:26.156828,AAPL,159.79
2026-01-16T13:30:26.167141,AAPL,157.78
2026-01-16T13:30:26.177594,AAPL,158.55
2026-01-16T13:30:26.187932,AAPL,162.56
2026-01-16T13:30:26.198224,AAPL,160.61
2026-01-16T13:30:26.208774,AAPL,164.79
2026-01-16T13:30:26.219016,AAPL,161.36
2026-01-16T13:30:26.229242,AAPL,163.23
2026-01-16T13:30:26.239322,AAPL,165.48
2026-01-16T13:30:26.249509,AAPL,169.55
2026-01-16T13:30:26.260024,AAPL,167.7
2026-01-16T13:30:26.270141,AAPL,170.52
2026-01-16T13:30:26.280238,AAPL,171.47
2026-01-16T13:30:26.290475,AAPL,168.51
2026-01-16T13:30:26.300636,AAPL,167.04
2026-01-16T13:30:26.310865,AAPL,166.24
2026-01-16T13:30:26.321078,AAPL,168.28
2026-01-16T13:30:26.331598,AAPL,160.77
2026-01-16T13:30:26.342241,AAPL,164.47
2026-01-16T13:30:26.352865,AAPL,161.1
2026-01-16T13:30:26.363106,AAPL,164.1
2026-01-16T13:30:26.373454,AAPL,166.09
2026-01-16T13:30:26.383821,AAPL,169.28
2026-01-16T13:30:26.394537,AAPL,171.08
2026-01-16T13:30:26.404592,AAPL,169.95
2026-01-16T13:30:26.415231,AAPL,170.0
2026-01-16T13:30:26.425732,AAPL,169.79
2026-01-16T13:30:26.436273,AAPL,167.27
2026-01-16T13:30:26.446565,AAPL,169.0
2026-01-16T13:30:26.456814,AAPL,168.15
2026-01-16T13:30:26.467216,AAPL,169.06
2026-01-16T13:30:26.477760,AAPL,165.09
2026-01-16T13:30:26.487979,AAPL,163.63
2026-01-16T13:30:26.498376,AAPL,166.03
2026-01-16T13:30:26.508895,AAPL,169.28
2026-01-16T13:30:26.519046,AAPL,167.41
2026-01-16T13:30:26.529671,AAPL,164.83
2026-01-16T13:30:26.539813,AAPL,167.69
2026-01-16T13:30:26.550247,AAPL,165.91
2026-01-16T13:30:26.560491,AAPL,173.55
2026-01-16T13:30:26.570733,AAPL,172.86
2026-01-16T13:30:26.581095,AAPL,175.78
2026-01-16T13:30:26.591686,AAPL,176.72
2026-01-16T13:30:26.602047,AAPL,172.17
2026-01-16T13:30:26.612568,AAPL,178.57
2026-01-16T13:30:26.623161,AAPL,182.83
2026-01-16T13:30:26.633675,AAPL,188.0
2026-01-16T13:30:26.644132,AAPL,191.63
2026-01-16T13:30:26.654231,AAPL,192.92
2026-01-16T13:30:26.664879,AAPL,195.49
2026-01-16T13:30:26.675087,AAPL,198.9
2026-01-16T13:30:26.685275,AAPL,194.93
2026-01-16T13:30:26.695435,AAPL,191.94
2026-01-16T13:30:26.705695,AAPL,196.23
2026-01-16T13:30:26.715825,AAPL,195.63
2026-01-16T13:30:26.725912,AAPL,188.29
2026-01-16T13:30:26.736072,AAPL,180.56
2026-01-16T13:30:26.746325,AAPL,182.76
2026-01-16T13:30:26.756490,AAPL,181.14
2026-01-16T13:30:26.766733,AAPL,183.45
2026-01-16T13:30:26.776855,AAPL,185.4
2026-01-16T13:30:26.787009,AAPL,179.45
2026-01-16T13:30:26.797179,AAPL,179.94
2026-01-16T13:30:26.807501,AAPL,183.02
2026-01-16T13:30:26.817853,AAPL,185.14
2026-01-16T13:30:26.828019,AAPL,191.43
2026-01-16T13:30:26.838545,AAPL,184.21
2026-01-16T13:30:26.848844,AAPL,188.23
2026-01-16T13:30:26.859396,AAPL,185.86
2026-01-16T13:30:26.869504,AAPL,182.86
2026-01-16T13:30:26.880010,AAPL,186.01
2026-01-16T13:30:26.890173,AAPL,186.48
