Datetime,Close,High,Low,Open,Volume
2026-02-25 14:30:00+00:00,311.5198974609375,312.1199951171875,310.8717956542969,312.1199951171875,724927
2026-02-25 14:31:00+00:00,311.19000244140625,311.6120910644531,310.8900146484375,311.3299865722656,60230
2026-02-25 14:32:00+00:00,310.1850891113281,311.25,309.8900146484375,311.25,280560
2026-02-25 14:33:00+00:00,310.0950012207031,310.6299133300781,309.6300048828125,310.04998779296875,0
2026-02-25 14:34:00+00:00,310.3399963378906,310.67999267578125,310.1000061035156,310.2149963378906,49936
2026-02-25 14:35:00+00:00,310.7934875488281,311.0299987792969,310.3900146484375,310.5,54451
2026-02-25 14:36:00+00:00,311.80999755859375,311.80999755859375,310.6499938964844,310.8800048828125,53304
2026-02-25 14:37:00+00:00,311.9200134277344,312.0,311.6300048828125,311.80999755859375,41929
2026-02-25 14:38:00+00:00,311.7799987792969,312.2300109863281,311.6099853515625,311.95001220703125,66936
2026-02-25 14:39:00+00:00,312.0,312.2300109863281,311.6700134277344,311.864990234375,375873
2026-02-25 14:40:00+00:00,312.32000732421875,312.4599914550781,311.9075012207031,311.9595947265625,64403
2026-02-25 14:41:00+00:00,312.2449951171875,312.739990234375,312.1106872558594,312.30999755859375,0
2026-02-25 14:42:00+00:00,312.2445068359375,312.44000244140625,312.090087890625,312.2659912109375,36128
2026-02-25 14:43:00+00:00,312.8900146484375,312.9299011230469,312.010009765625,312.0899963378906,34885
2026-02-25 14:44:00+00:00,312.57000732421875,312.82000732421875,312.43499755859375,312.82000732421875,44194
2026-02-25 14:45:00+00:00,312.3399963378906,312.5398864746094,312.1099853515625,312.42999267578125,26493
2026-02-25 14:46:00+00:00,312.8800048828125,312.94000244140625,312.2799987792969,312.2799987792969,19318
2026-02-25 14:47:00+00:00,312.5050048828125,312.8900146484375,312.3605041503906,312.8800048828125,25355
2026-02-25 14:48:00+00:00,313.2200012207031,313.2200012207031,312.1900939941406,312.4100036621094,41858
2026-02-25 14:49:00+00:00,313.29998779296875,313.4798889160156,313.1600036621094,313.22100830078125,19292
2026-02-25 14:50:00+00:00,313.0,313.3599853515625,312.989990234375,313.3550109863281,20533
2026-02-25 14:51:00+00:00,313.3299865722656,313.4800109863281,312.9400939941406,312.9400939941406,30486
2026-02-25 14:52:00+00:00,313.2550048828125,313.3800048828125,313.1600036621094,313.32501220703125,32160
2026-02-25 14:53:00+00:00,313.2149963378906,313.3999938964844,313.1000061035156,313.2200012207031,18236
2026-02-25 14:54:00+00:00,313.2300109863281,313.489990234375,313.2300109863281,313.3299865722656,21339
2026-02-25 14:55:00+00:00,313.6400146484375,313.6499938964844,313.1300048828125,313.2099914550781,28125
2026-02-25 14:56:00+00:00,313.260009765625,313.6300048828125,313.1200866699219,313.6300048828125,24047
2026-02-25 14:57:00+00:00,313.19000244140625,313.3900146484375,313.0199890136719,313.239990234375,23381
2026-02-25 14:58:00+00:00,313.42999267578125,313.6299133300781,313.0799865722656,313.17999267578125,21831
2026-02-25 14:59:00+00:00,312.8500061035156,313.4100036621094,312.760009765625,313.4100036621094,42276
